"","name", "dam", "sire", "sex", "year"
"2128","Astersland Xtra Effect","Astersland Unique Promises","Waggerland On The Spot"," Male", 2017 
"2129","Aston","","Mosegården's Ready for Action"," Male", 2014 
"2130","Aston","Athena","Hova Bonde's Ace Ventura"," ", 2012 
"2131","Astor v.d. Matten","Daisy v. Voerder L�ndchen","Jezalin Top Jester"," Male", 1985 
"2132","Astra van het Dassenkamp","Bright Beauty of the Royal Dog","Buck van het Dassenkamp (I)"," Female", 
"2133","Astrantia Stary Eyes","Imme's Aida Alvedans","Verdidas Gillis To Immes"," Female", 2006 
"2134","Astuce de la Cite des Grands Feux","Souci des Mousquetaires de l'Arms' Park","Bethwyn Beau Brummell"," Female", 2005 
"2135","Atanvarno of Valley of Respite","Cymreiges Cirila Du Shining Sirius","Brastias Shining Sirius"," Male", 2017 
"2136","Ataraxis Achilles Last Stand","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Male", 2014 
"2137","Ataraxis Big Hunk O Love","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Male", 2014 
"2138","Ataraxis Eagle When She Flies","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Female", 2014 
"2139","Ataraxis Fox Confessor","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Female", 2014 
"2140","Ataraxis Go Your Own Way","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Female", 2014 
"2141","Ataraxis Like A Boss","Raglans Just Keep Swimming CGC ROMb","Twinroc Santa Paws PT ROMg"," Male", 2015 
"2142","Ataraxis Lust For Life","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Male", 2014 
"2143","Ataraxis Madness At The Fair","Afara Ultraviolet","Kosmar Striking Back Of Bridgelady"," Male", 2013 
"2144","Ataraxis Pennies From Heaven","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Female", 2014 
"2145","Ataraxis Rhyfeddol Set You Free","Ataraxis Go Your Own Way","Beaguile's Suit Up"," Female", 2015 
"2146","Ataraxis Run the Jewels","Spyrock Ebonwald Return To Sender RN","Stormridge Dunes National Forest"," Female", 2017 
"2147","Ataraxis Run the World","Ataraxis Fox Confessor","C-Myste The Game's Afoot at Elyan BN CD RA CGC TDI"," Female", 2017 
"2148","Ataraxis Runs The Night","Ataraxis Fox Confessor","C-Myste The Game's Afoot at Elyan BN CD RA CGC TDI"," Female", 2017 
"2149","Ataraxis Shine Bright Like a Diamond","Raglans Just Keep Swimming CGC ROMb","Twinroc Santa Paws PT ROMg"," Female", 2015 
"2150","Ataraxis the Force Awakens","Spyrock Ebonwald Return To Sender RN","Stormridge Dunes National Forest"," Female", 2017 
"2151","Ataraxis Walk The Line","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Male", 2014 
"2152","Ataraxis We'Re Just Gonna Be Friends","Raglans Just Keep Swimming CGC ROMb","Stormridge Dunes National Forest"," Male", 2014 
"2153","Atc","Mapatma Twinroc Ticker Tape","Phi-Vestavia Nautilus PT ROMg"," ", 
"2154","Athena","Verdidas Aberdeen","Deavitte Oakleaf"," Female", 1997 
"2155","Athena","Eglantine Corlan Gi","Gowerston Jazz Singer for Pemcader"," Female", 2010 
"2156","Athena z Irexu","Brawos Bis Dzierlatka Lisiura","Geestland's Solo Song"," Female", 2009 
"2157","Atheneo","Fun Lady de la Caverne des Anges","Antoc Gregory"," ", 1994 
"2158","Atherol of Sviki","Yardican Quasi Quality","Catellus Dark  Dorian"," Male", 2007 
"2159","athewe princes of ligth","",""," ", 
"2160","athewe princes of ligth","",""," ", 
"2161","athewy princes of ligth","",""," ", 
"2162","Athinaviolet","Fun Lady de la Caverne des Anges","Antoc Gregory"," Female", 1994 
"2163","Atila Beautiful Joy of Life","Charista Corlan Gi","Joy Transfer Hogarth Blue Horizon"," Male", 2015 
"2164","Atlas","Imago's One Pretty Finn","Imago's Xmas Party"," Male", 2010 
"2165","Atlas Gratia Superis","Uszaki Dodzilla DUR IR","Uszaki Falkor Luck Dragon"," Male", 2013 
"2166","Atos","Claudia Cardi","Sirax Copperfield"," Male", 1979 
"2167","Atrakcyjny Ziomal Controversia","Uchachana Uchatka Controversia","Faarup Kawasaki"," Male", 2012 
"2168","Atrey Kasmir Moravia","Rotshcard Auronelain","Highlander Cymraeg Ci"," Male", 2011 
"2169","Aubrey Snowdonia This Kiss","Kayshire SW Autumn Classic ROMb","Salvenik Spy Who Loved Me"," Female", 2007 
"2170","Aubrey's Double Bubbles","Garvins Dinah Do Shinah","Garvins Cut To The Chase"," Female", 2001 
"2171","Aubrey's Double Dutch","Garvins Dinah Do Shinah","Garvins Cut To The Chase"," Male", 2001 
"2172","Aubrey's Double Jeopardy","Garvins Dinah Do Shinah","Garvins Cut To The Chase"," Male", 2001 
"2173","Aubrey's Double The Fun","Garvins Dinah Do Shinah","Garvins Cut To The Chase"," Female", 2001 
"2174","Aubrey's Double Trouble","Garvins Dinah Do Shinah","Garvins Cut To The Chase"," Female", 2001 
"2175","Aubrey's Double Your Money","Garvins Dinah Do Shinah","Garvins Cut To The Chase"," Female", 2001 
"2176","Aubrey's Eyes Of Mystery","Aubrey's I'Ve Got A Secret","Rhys Sunday With George CD RA CGC"," Male", 2006 
"2177","Aubrey's I Need You","Aubrey's Double Trouble","Heritage Hill-Chandler Quill"," Female", 2004 
"2178","Aubrey's I'M A Believer","Aubrey's Double Trouble","Heritage Hill-Chandler Quill"," Female", 2004 
"2179","Aubrey's I'M A Single Lady At Xiv Karat","Aubrey's Tails Of Mystery","Twinroc Santa Paws PT ROMg"," Female", 2014 
"2180","Aubrey's I'Ve Found You","Aubrey's Double Trouble","Heritage Hill-Chandler Quill"," Female", 2004 
"2181","Aubrey's I'Ve Got A Feeling","Aubrey's Double Trouble","Heritage Hill-Chandler Quill"," Female", 2004 
"2182","Aubrey's I'Ve Got A Secret","Aubrey's Double Trouble","Heritage Hill-Chandler Quill"," Female", 2004 
"2183","Aubrey's Jersey Girl","Kayshire SW Autumn Classic ROMb","Salvenik Spy Who Loved Me"," Female", 2007 
"2184","Aubrey's Kiss Me A Lot","Kayshire SW Autumn Classic ROMb","Salvenik Spy Who Loved Me"," Male", 2007 
"2185","Aubrey's Kiss Me Kate","Kayshire SW Autumn Classic ROMb","Salvenik Spy Who Loved Me"," Female", 2007 
"2186","Aubrey's Kiss N Tell","Kayshire SW Autumn Classic ROMb","Salvenik Spy Who Loved Me"," Male", 2007 
"2187","Aubrey's Let Me Kiss You","Kayshire SW Autumn Classic ROMb","Salvenik Spy Who Loved Me"," Male", 2007 
"2188","Aubrey's Mystery Date at XIV Karat","Aubrey's Tails Of Mystery","Heart Of Gold Power Play ROMg"," Male", 2015 
"2189","Aubrey's Rusty Morning","Kayshire SW Autumn Classic ROMb","Aubrey's Eyes Of Mystery"," Male", 2008 
"2190","Aubrey's Say It With A Kiss","Kayshire SW Autumn Classic ROMb","Salvenik Spy Who Loved Me"," Male", 2007 
"2191","Aubrey's Tails Of Mystery","Kayshire SW Autumn Classic ROMb","Aubrey's Eyes Of Mystery"," Female", 2008 
"2192","Aubrey's When You Kiss Me","Kayshire SW Autumn Classic ROMb","Salvenik Spy Who Loved Me"," Male", 2007 
"2193","Aubrey's Xactly Like You","Garvins Dinah Do Shinah","Badagri Kiwi Fanfare"," Female", 1999 
"2194","Aubrey's Xtreme Measures","Garvins Dinah Do Shinah","Badagri Kiwi Fanfare"," Female", 1999 
"2195","Aubrey’s Remember Me With Smiles at XIV Karat","XIV Karat Always on the go At Aubrey","Lost River Splash N Dash"," ", 2016 
"2196","Audrey from the Stone of Scone","Indigo Girl Indira v. d. Bockm�hle","Ken zur Emsf�hre"," Female", 2008 
"2197","Audrey of Sviki","Yardican Quasi Quality","Catellus Dark  Dorian"," Female", 2007 
"2198","Augie","Byrnecrest's Riverdancer","Byrnecrests Red Chile Pepper"," Female", 1998 
"2199","Augustus Of Llewellyn NA NAJ","Sisterwoods Picturesque ROMb","Sisterwood's Magic Moment"," Male", 1998 
"2200","Augustus Of Pattenburg","Coblyn's Chocolate Eclaire","Coblyn's Coffee With Cream"," Male", 2000 
"2201","Augustus Z Stardust","Rhydowen Bethan","Gyaki's Zinfandel Badger"," Male", 1993 
"2202","Auley of Maurilyn","Sweet Ja-Rae of Kimchella","Dark Dandy of Kolguer"," Male", 1971 
"2203","Aumondacre Mimi Black Lynn","",""," Female", 1990 
"2204","Auricula","Omar","Trumpeter"," Female", 1925 
"2205","Aurigan Abigail Onyx Eclipse","Shadowalk PV Ellusion","C-Myste There And Back Again"," Female", 2001 
"2206","Aurigan Aldershon Audi","Aurigan Supreme Corvette HSAsd","Aurigan Mantle The Highlander"," Male", 2017 
"2207","Aurigan Aldershon Bugatti","Aurigan Stubby Acres Lovestruck","Aurigan's Kantasia Rolls Royce"," Male", 2017 
"2208","Aurigan Audatious Amie","Aurigan Tiny Bubbles","C-Myste There And Back Again"," Female", 2002 
"2209","Aurigan Ava Sings The Blues","Skippy Llew Aphrodite","Shonleh A Spot Of Talisker"," Female", 2017 
"2210","Aurigan Bazinga","Aurigan Mp Primary Attraction","Dunes Not All Treasure Is Silver And Gold"," Female", 2011 
"2211","Aurigan Begin To Laf Outloud","Tell Tail Triple Threat","Claymores Diamonds R Forevr"," Male", 2000 
"2212","Aurigan Beibhinn","Tell Tail Triple Threat","Claymores Diamonds R Forevr"," Female", 2000 
"2213","Aurigan Ben Ross","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Male", 2000 
"2214","Aurigan By Cadfan's Way","Aurigan Mp Primary Attraction","Dunes Not All Treasure Is Silver And Gold"," Male", 2011 
"2215","Aurigan C-Myste Silmarillion","Shadowalk PV Ellusion","C-Myste There And Back Again"," Male", 2001 
"2216","Aurigan Cameo Gold","Aurigan Mantle Cleopatra","Claymore's Shere Khan"," Female", 2005 
"2217","Aurigan Cap'n Crunch","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Male", 2000 
"2218","Aurigan Cauzin A Commotion RN PT OA NAP OAJ","Shadowalk PV Ellusion","C-Myste There And Back Again"," Female", 2001 
"2219","Aurigan Chandler","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Male", 2000 
"2220","Aurigan Cheeky Penny Lane","Aurigan Mantle Out Of Thin Air ROMb","Twinan Ultimate Strike"," Female", 2010 
"2221","Aurigan Dunes Celestine Blue","Pecan Valley Mustang Sally","Shadowalk Deacon"," Female", 2009 
"2222","Aurigan Dunes Crimson Gold","Aurigan Mantle Cleopatra","Claymore's Shere Khan"," Male", 2005 
"2223","Aurigan Dunes National Treasure","Aurigan Mantle Out Of Thin Air ROMb","Phi-Vestavia Koltrain"," Male", 2007 
"2224","Aurigan Dunes Summer Nights","Sunspark Aurigan Back At Ya RE CGC","Tailbrite Timepiece's Starlight Trilogy"," Male", 2018 
"2225","Aurigan Friends In Low Places","Aurigan Miss Goodnite ROMb","Davenitch Garth O Chaps ROMb"," Female", 2002 
"2226","Aurigan Giacinta","Aurigan Mantle Storyteller","Timepieces I Am I Said"," Female", 2018 
"2227","Aurigan Gidget","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Female", 2000 
"2228","Aurigan Go With The Flojo UD, VER, RM","Merrymoon Pluperfect Pacifica","Aurigan Thunder Rolls CD RN"," Female", 2008 
"2229","Aurigan Life Of Riley","Llynhill American Beauty ROMb","Phi-Vestavia Koltrain"," Male", 
"2230","Aurigan Mantle Bea Darrk Dragon","Aurigan Mantle Dragonlilly PT","Aurigan Dunes National Treasure"," Male", 2014 
"2231","Aurigan Mantle Cinnamon N Gold","Aurigan Mantle Cleopatra","Claymore's Shere Khan"," Female", 2005 
"2232","Aurigan Mantle Cleopatra","Sisterwood's Angel 'N Disguise","Aurigan Thunder Rolls CD RN"," Female", 2003 
"2233","Aurigan Mantle Dragonlilly PT","Aurigan Mantle Eye Candy","Lynn Farm's What's Not to Love HT"," Female", 2012 
"2234","Aurigan Mantle Eye Candy","Aurigan Mantle Out Of Thin Air ROMb","Kerman Strike Up The Band"," Female", 2009 
"2235","Aurigan Mantle Eye of the Tiger","Aurigan Mantle Out Of Thin Air ROMb","Kerman Strike Up The Band"," Male", 2009 
"2236","Aurigan Mantle Eye Witness at Kylea","Aurigan Mantle Out Of Thin Air ROMb","Kerman Strike Up The Band"," Male", 2009 
"2237","Aurigan Mantle Its All About Me","Aurigan Mantle Out Of Thin Air ROMb","Phi-Vestavia Koltrain"," Female", 2007 
"2238","Aurigan Mantle Jezabelle","Aurigan Mantle Strikes Again PT CD RAE VC","Tailbrite Beltane Dark Before Dawn"," Female", 2012 
"2239","Aurigan Mantle Low Profile At Skyfire","Aurigan Mantle Out Of Thin Air ROMb","Twinan Ultimate Strike"," Female", 2010 
"2240","Aurigan Mantle Out of My Way","Aurigan Mantle Out Of Thin Air ROMb","Rhys Doctor Feelgood"," Female", 
"2241","Aurigan Mantle Out Of Thin Air ROMb","Llynhill American Beauty ROMb","Aurigan Thunder Rolls CD RN"," Female", 2005 
"2242","Aurigan Mantle Rocket Man","Aurigan Mantle Jezabelle","Aurigan Life Of Riley"," Male", 2013 
"2243","Aurigan Mantle Storyline","Aurigan Mantle Eye Candy","Tailbrite Beltane Dark Before Dawn"," Female", 2011 
"2244","Aurigan Mantle Storyteller","Aurigan Mantle Eye Candy","Tailbrite Beltane Dark Before Dawn"," Female", 2011 
"2245","Aurigan Mantle Strikes Again PT CD RAE VC","Aurigan Mantle Out Of Thin Air ROMb","Twinan Ultimate Strike"," Female", 2010 
"2246","Aurigan Mantle The Highlander","Aurigan Bazinga","Toreth Sunshine's Here Be Dragons"," Male", 2015 
"2247","Aurigan Mantle The Huntsman","Aurigan Supreme Corvette HSAsd","Aurigan Mantle The Highlander"," Male", 2017 
"2248","Aurigan Margaux-With-An-X","Rememberance Revival","Aurigan Cap'n Crunch"," Female", 2002 
"2249","Aurigan Midnight Rendezvous at Cub Run","Aurigan Bazinga","Lynn Farm's What's Not to Love HT"," Female", 2013 
"2250","Aurigan Miss Goodnite ROMb","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Female", 1999 
"2251","Aurigan Miss Moneypennie","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Female", 1999 
"2252","Aurigan Miss Sadie Comes Home","Llynhill American Beauty ROMb","Aurigan Thunder Rolls CD RN"," Female", 2005 
"2253","Aurigan Mister Idnight","Aurigan Miss Goodnite ROMb","Davenitch Garth O Chaps ROMb"," Male", 2002 
"2254","Aurigan Mountain Molly Maguire","Aurigan Mp Primary Attraction","Dunes Not All Treasure Is Silver And Gold"," Female", 2011 
"2255","Aurigan Mp Primary Attraction","Merrymoon Pluperfect Pacifica","Aurigan Thunder Rolls CD RN"," Female", 2008 
"2256","Aurigan Ms Midnite Tailbrite","Aurigan Miss Goodnite ROMb","Davenitch Garth O Chaps ROMb"," Female", 2002 
"2257","Aurigan Musetta's Waltz","Sunspark Aurigan Back At Ya RE CGC","Tailbrite Timepiece's Starlight Trilogy"," Female", 2018 
"2258","Aurigan Oh Snap","Aurigan Mp Primary Attraction","Dunes Not All Treasure Is Silver And Gold"," Male", 2011 
"2259","Aurigan Paparazzi","Aurigan Bazinga","Rockabilly Rebel Rouser"," Female", 2015 
"2260","Aurigan Pierce Brosnan","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Male", 1999 
"2261","Aurigan Prince Albert","Rememberance Revival","Aurigan Cap'n Crunch"," Male", 2002 
"2262","Aurigan Quartermaster","Aurigan Mantle Storyteller","Timepieces I Am I Said"," Male", 2018 
"2263","Aurigan Ragnar The Red","Aurigan Bazinga","Rockabilly Rebel Rouser"," Male", 2015 
"2264","Aurigan Rocket Man","",""," Male", 
"2265","Aurigan Shonleh Because I Can","Shonleh Starfire","Aurigan Cap'n Crunch"," Female", 2005 
"2266","Aurigan Shwan Con'ry","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Male", 1999 
"2267","Aurigan Sir Wallace","Aurigan Mantle Cleopatra","Claymore's Shere Khan"," Male", 2005 
"2268","Aurigan Songwriter","Aurigan Mantle Storyteller","Merrythought The Keeping Quilt"," Female", 2015 
"2269","Aurigan Stubby Acres Lovestruck","Aurigan Mantle Strikes Again PT CD RAE VC","Lynn Farm's What's Not to Love HT"," Female", 2013 
"2270","Aurigan Sugar Pop CD RA PT OA AXJ MXP3 MXPB MJP3 MJPB NF OFP T2BP VC","Aurigan Tiny Bubbles","Aurigan Cap'n Crunch"," Female", 2004 
"2271","Aurigan Supreme Corvette HSAsd","Aurigan Mantle Jezabelle","Merrythought The Keeping Quilt"," Female", 2014 
"2272","Aurigan Tailbrite Brisco","Aurigan Ms Midnite Tailbrite","Phi-Vestavia Koltrain"," Male", 2004 
"2273","Aurigan Thunder Rolls CD RN","Aurigan Miss Goodnite ROMb","Davenitch Garth O Chaps ROMb"," Male", 2002 
"2274","Aurigan Timberside Annabelle","Aurigan Mantle Dragonlilly PT","Aurigan Dunes National Treasure"," Female", 2014 
"2275","Aurigan Timepiece's Sweet Caroline","Aurigan Bazinga","Lynn Farm's What's Not to Love HT"," Female", 2013 
"2276","Aurigan Tiny Bubbles","Tell Tail Triple Threat","Claymores Diamonds R Forevr"," Female", 2000 
"2277","Aurigan Watcher Of Derry Dell","Shadowalk PV Ellusion","C-Myste There And Back Again"," Male", 2001 
"2278","Aurigan Who Loves Ya Baby","Aurigan Mantle Strikes Again PT CD RAE VC","Lynn Farm's What's Not to Love HT"," Male", 2013 
"2279","Aurigan Wolfrun Brandywine ROMs","Shadowalk PV Ellusion","C-Myste There And Back Again"," Female", 2001 
"2280","Aurigan's Danger Zone at Supreme","Aurigan Bazinga","Lynn Farm's What's Not to Love HT"," Male", 2013 
"2281","Aurigan's Hollywood Rozlyn","Tell Tail Triple Threat","Claymores Diamonds R Forevr"," Female", 2000 
"2282","Aurigan's Kantasia Rolls Royce","Aurigan Mantle Jezabelle","Merrythought The Keeping Quilt"," Male", 2014 
"2283","Aurigan's Monster Mash","Tell Tail Triple Threat","Claymores Diamonds R Forevr"," Male", 2000 
"2284","Aurigan's Piper","Windshyre's Tapestry","Claymores Diamonds R Forevr"," Male", 2000 
"2285","Aurikel vom Holledauer Bockerl","Ophelia zur Emsf�hre","Rubad-Harrow Brython"," Female", 2009 
"2286","Aurora Dare To Dream","Badagri Red Hot Rhumba","Dorwyn Another Miracle (AI)"," Female", 2014 
"2287","Aurora I Have A Dream","Badagri Red Hot Rhumba","Dorwyn Another Miracle (AI)"," Female", 2014 
"2288","Aurora Negri","Rusty Gaucho","Cool Breezer for Jazenta Gaucho"," Male", 2014 
"2289","Aurora Riverside Livin' the Dream","Badagri Red Hot Rhumba","Dorwyn Another Miracle (AI)"," Male", 2014 
"2290","Aurora Tribute To Badagri via Elmsmere","Badagri Red Hot Rhumba","Larchmont Vindicator"," Male", 2013 
"2291","Autentyczny Zgrywus Controversia","Uchachana Uchatka Controversia","Faarup Kawasaki"," Male", 2012 
"2292","Autra Augustus Caesar","Marla Of Bronant","Lord Jim's Lucky Domino ROMg"," Male", 
"2293","Autumns Ewe Gotta Love Lottie","Davenitch Rhiannon Latte","Kennebec Everybody Loves..."," Female", 2008 
"2294","Avagdu Lucky Veles","Dakota Corlan Gi","Yardican Cardiridge Noki Niilo"," Male", 2006 
"2295","Avalarion of Rivendel‘s Cardigan‘s","Darria z Irexu","Welshclan's Finn Fearghus"," ", 2016 
"2296","Avalarion of Rivendels Cardigans","Darria z Irexu","Welshclan's Finn Fearghus"," Female", 2016 
"2297","Avalon","Vistruphus Cassie","Strandengen's Herkules"," Female", 2015 
"2298","Avalon Shining Sirius","Fest Delicja","Damian Corlan Gi"," Male", 2010 
"2299","Avalon-�zil von Welterod","Welshclan's Dilwyn Dacey","Carddicted Earl Grey"," Male", 2014 
"2300","Avalon's American Day Of Infamy","Cliffside Crown Jewel of Avalon","Mariel's Harvest Moon"," Male", 2008 
"2301","Avalon's Aristocrat","Cliffside Crown Jewel of Avalon","Cymbrogi's Equilibrium, ROMVs"," Male", 2012 
"2302","Avalon's Blue Obsession","Avalon's Little Black Dress","McLea's Smarty Jones V Starview"," Male", 2014 
"2303","Avalon's Haute Couture","Cliffside Crown Jewel of Avalon","Mariel's Harvest Moon"," Female", 2008 
"2304","Avalon's Heroine","Avalon's Little Black Dress","McLea's Smarty Jones V Starview"," Female", 2014 
